<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;10,10,2018;20:47;113480;113520;113480;113520;127;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:48;113520;113540;113500;113530;253;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:49;113550;113550;113520;113550;100;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:50;113550;113560;113490;113490;194;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:51;113490;113500;113460;113470;62;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:52;113480;113500;113410;113410;137;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:53;113410;113480;113400;113440;251;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:54;113450;113460;113410;113440;63;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:55;113430;113460;113370;113440;669;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:56;113430;113450;113400;113410;112;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:57;113410;113430;113380;113390;273;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:58;113380;113390;113340;113370;274;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;20:59;113370;113370;113330;113340;112;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:00;113340;113380;113280;113370;646;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:01;113350;113400;113350;113360;406;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:02;113380;113400;113340;113350;226;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:03;113370;113410;113360;113390;138;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:04;113390;113400;113310;113330;177;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:05;113330;113370;113320;113330;243;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:06;113320;113340;113260;113260;789;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:07;113260;113260;113140;113220;1709;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:08;113220;113230;113150;113180;672;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:09;113160;113250;113160;113240;435;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:10;113230;113230;113120;113190;1060;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:11;113170;113240;113110;113230;711;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:12;113240;113280;113230;113250;297;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:13;113240;113270;113230;113230;152;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:14;113230;113260;113190;113220;597;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:15;113210;113260;113190;113250;617;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:16;113230;113270;113220;113220;167;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:17;113240;113380;113240;113380;861;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:18;113360;113470;113360;113430;991;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:19;113440;113510;113420;113450;986;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:20;113450;113460;113390;113390;335;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:21;113390;113420;113360;113390;277;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:22;113390;113390;113350;113350;175;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:23;113370;113390;113260;113290;470;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:24;113280;113300;113240;113290;187;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:25;113300;113330;113240;113330;239;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:26;113330;113370;113270;113290;555;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:27;113280;113280;113190;113190;557;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:28;113180;113280;113170;113260;398;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:29;113250;113300;113240;113280;268;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:30;113280;113330;113240;113260;334;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:31;113260;113360;113250;113360;387;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:32;113360;113360;113280;113290;143;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:33;113290;113290;113260;113270;77;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:34;113260;113280;113230;113280;185;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:35;113250;113270;113210;113210;133;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:36;113210;113250;113210;113230;111;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:37;113240;113270;113220;113260;95;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:38;113270;113280;113210;113210;153;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:39;113220;113220;113160;113160;386;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:40;113160;113200;113150;113200;467;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:41;113180;113200;113140;113160;332;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:42;113180;113180;113120;113160;407;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:43;113150;113180;113070;113080;1000;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:44;113080;113110;113040;113070;626;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:45;113070;113090;113030;113040;424;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:46;113040;113110;113030;113110;769;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:47;113110;113140;113060;113140;528;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:48;113140;113160;113100;113130;633;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:49;113130;113170;113110;113150;160;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:50;113140;113150;113110;113120;111;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:51;113110;113160;113090;113140;257;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:52;113150;113150;113120;113140;97;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:53;113140;113220;113140;113200;401;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:54;113210;113230;113160;113170;188;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:55;113180;113210;113180;113200;105;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:56;113210;113210;113140;113170;158;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:57;113160;113190;113150;113180;90;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:58;113170;113230;113170;113210;165;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;21:59;113210;113220;113160;113190;125;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:00;113190;113250;113170;113190;522;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:01;113200;113200;113110;113130;242;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:02;113120;113130;113070;113090;444;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:03;113090;113110;113050;113090;249;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:04;113090;113100;113050;113060;110;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:05;113080;113080;113040;113080;199;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:06;113060;113120;113050;113100;126;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:07;113110;113120;113060;113080;322;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:08;113070;113070;113040;113050;158;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:09;113050;113060;112970;112970;1337;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:10;112970;113020;112940;113020;661;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:11;113010;113010;112920;112940;455;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:12;112930;113020;112930;112970;414;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:13;112970;112980;112880;112890;518;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:14;112890;112910;112840;112870;665;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:15;112870;112960;112870;112900;341;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:16;112880;112950;112870;112940;269;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:17;112930;113020;112930;113020;506;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:18;113010;113040;112970;113010;269;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:19;112990;113000;112940;112980;152;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:20;112980;112990;112920;112920;115;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:21;112940;113010;112910;113000;307;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:22;113000;113020;112970;113010;222;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:23;113010;113060;112990;113020;263;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:24;113030;113070;113000;113060;266;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:25;113060;113080;113030;113050;283;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:26;113050;113050;113000;113020;138;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:27;113030;113060;112990;113000;180;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:28;113010;113060;113010;113060;78;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:29;113060;113090;113050;113080;508;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:30;113090;113100;113040;113090;405;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:31;113100;113140;113010;113020;425;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:32;113050;113060;112960;112960;207;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:33;112970;113020;112950;112970;200;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:34;112960;112990;112920;112940;295;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:35;112950;112970;112920;112950;304;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:36;112940;112940;112870;112930;950;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:37;112910;112930;112850;112860;331;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:38;112860;112870;112840;112840;187;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:39;112840;112850;112780;112810;530;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:40;112810;112870;112810;112860;252;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:41;112850;112850;112760;112790;453;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:42;112780;112790;112700;112740;647;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:43;112730;112790;112710;112740;459;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:44;112750;112810;112710;112740;412;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:45;112740;112810;112730;112800;284;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:46;112800;112800;112700;112750;566;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:47;112730;112740;112690;112720;475;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:48;112720;112750;112660;112740;1178;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:49;112730;112730;112490;112650;4426;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:50;112650;112780;112650;112750;1103;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:51;112740;112750;112660;112690;511;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:52;112700;112720;112620;112640;451;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:53;112640;112670;112550;112580;746;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:54;112600;112620;112550;112550;415;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:55;112560;112570;112480;112500;1117;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:56;112490;112510;112380;112400;1666;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:57;112390;112430;112320;112390;1485;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:58;112390;112450;112370;112410;1384;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;22:59;112400;112500;112380;112390;646;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:00;112390;112420;112340;112360;1115;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:01;112350;112520;112340;112500;1321;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:02;112490;112520;112400;112440;390;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:03;112440;112480;112420;112440;175;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:04;112450;112470;112440;112470;113;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:05;112470;112470;112400;112460;519;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:06;112470;112470;112290;112350;1067;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:07;112350;112400;112340;112370;341;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:08;112360;112370;112290;112320;427;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:09;112320;112400;112310;112330;301;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:10;112330;112340;112290;112320;345;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:11;112310;112330;112260;112260;391;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:12;112270;112300;112250;112250;271;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:13;112240;112310;112190;112220;909;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:14;112230;112250;112170;112190;478;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:15;112190;112210;112150;112180;441;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:16;112170;112190;112110;112130;688;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:17;112130;112130;112050;112060;805;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:18;112080;112090;112050;112080;347;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:19;112090;112090;112070;112090;234;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:20;112080;112270;112080;112250;1094;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:21;112240;112260;112170;112180;253;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:22;112180;112270;112170;112230;448;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:23;112250;112290;112230;112260;227;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:24;112260;112290;112250;112260;335;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:25;112270;112290;112260;112280;198;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:26;112270;112270;112230;112240;275;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:27;112230;112240;112210;112240;70;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:28;112240;112240;112210;112220;42;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:29;112220;112220;112190;112210;132;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:30;112220;112230;112170;112190;150;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:31;112200;112220;112050;112080;828;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:32;112070;112200;112070;112150;393;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:33;112140;112210;112140;112160;549;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:34;112160;112170;112150;112170;83;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:35;112160;112170;112140;112140;161;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:36;112140;112150;112130;112140;235;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:37;112140;112150;112100;112150;303;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:38;112160;112270;112160;112270;393;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:39;112260;112270;112220;112230;190;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:40;112230;112270;112230;112240;158;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:41;112240;112360;112240;112340;852;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:42;112330;112430;112320;112400;858;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:43;112400;112420;112360;112380;332;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:44;112370;112370;112290;112320;409;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:45;112300;112320;112280;112300;103;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:46;112280;112300;112250;112250;216;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:47;112240;112250;112210;112220;472;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:48;112220;112240;112170;112170;197;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:49;112160;112210;112120;112170;788;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,10,2018;23:50;112180;112200;112070;112070;735;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:01;111190;112360;111190;112330;8000;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:02;112320;112520;112290;112300;5322;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:03;112300;112450;112290;112310;2527;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:04;112300;112390;112290;112390;1500;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:05;112400;112450;112380;112420;1040;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:06;112430;112460;112370;112450;1426;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:07;112450;112600;112410;112590;2953;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:08;112590;112620;112520;112530;1426;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:09;112540;112590;112490;112500;971;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:10;112500;112530;112390;112470;1636;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:11;112480;112500;112410;112490;1202;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:12;112490;112520;112440;112470;920;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:13;112470;112540;112460;112540;444;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:14;112530;112610;112530;112600;1326;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:15;112610;112680;112570;112580;1309;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:16;112580;112640;112520;112610;1390;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:17;112620;112680;112580;112650;1376;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:18;112650;112730;112620;112670;1336;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:19;112680;112680;112610;112620;588;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:20;112630;112670;112610;112670;618;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:21;112670;112700;112660;112670;573;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:22;112680;112730;112650;112660;825;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:23;112650;112680;112600;112610;974;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:24;112610;112630;112540;112570;1171;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:25;112560;112580;112540;112560;459;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:26;112570;112590;112490;112490;1090;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:27;112490;112540;112420;112420;683;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:28;112440;112470;112410;112460;720;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:29;112460;112540;112450;112510;706;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:30;112500;112530;112490;112500;436;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:31;112500;112560;112470;112470;705;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:32;112470;112480;112440;112450;516;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:33;112460;112490;112450;112480;227;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:34;112470;112530;112470;112500;706;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:35;112500;112550;112490;112540;599;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:36;112540;112630;112510;112610;1181;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:37;112610;112660;112600;112620;724;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:38;112620;112620;112570;112590;381;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:39;112590;112610;112550;112550;286;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:40;112550;112570;112510;112510;278;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:41;112520;112520;112460;112490;574;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:42;112490;112580;112490;112550;466;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:43;112550;112570;112520;112520;245;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:44;112530;112530;112490;112490;344;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:45;112500;112560;112490;112560;410;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:46;112550;112610;112500;112530;777;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:47;112530;112530;112450;112450;472;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:48;112460;112490;112450;112460;385;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:49;112470;112500;112470;112500;185;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:50;112500;112520;112470;112480;234;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:51;112500;112500;112450;112460;289;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:52;112460;112490;112460;112460;190;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:53;112450;112480;112430;112460;562;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:54;112450;112450;112420;112440;170;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:55;112440;112470;112420;112430;252;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;10:56;112440;112460;112370;112440;1675;;;;;;;;;;;;;;;;;
